Time (s),Motor Temps
1127.25,39.6
1128.25,40.0
1129.2,39.6
1130.2,39.9
1131.2,39.6
1132.15,39.9
1133.15,39.6
1134.15,39.8
1135.1,39.9
1136.1,39.8
1137.1,39.5
1138.05,39.8
1139.05,39.8
1140.05,39.6
1141.0,39.6
1142.0,39.9
1142.95,39.8
1143.95,39.6
1144.95,39.5
1145.9,39.8
1146.9,39.6
1147.9,39.4
1148.85,39.9
1149.85,39.5
1150.8,40.0
1151.8,39.9
1152.8,40.3
1153.75,39.8
1154.75,39.9
1155.75,39.8
1156.7,39.9
1157.7,39.9
1158.7,39.9
1159.65,39.8
1160.65,39.6
1161.65,40.4
1162.6,39.5
1163.6,39.4
1164.55,39.8
1165.55,39.5
1166.55,39.9
1167.5,39.5
1168.5,39.9
1169.5,39.4
1170.45,39.4
1171.45,39.6
1172.45,39.2
1173.4,40.0
1174.4,39.6
1175.35,39.9
1176.35,39.6
1177.35,39.5
1178.3,39.6
1179.3,39.9
1180.3,39.6
1181.25,39.8
1182.25,39.6
1183.2,39.8
1184.2,39.1
1185.2,39.6
1186.15,39.5
1187.15,39.8
1188.15,39.5
1189.1,39.4
1190.1,39.5
1191.1,39.4
1192.05,39.4
1193.05,39.4
1194.05,39.4
1195.0,39.9
1196.0,40.0
1196.95,39.5
1197.95,39.9
1198.95,40.3
1199.9,39.9
1200.9,39.8
1201.9,40.0
1202.85,39.5
1203.85,39.8
1204.85,39.8
1205.8,39.5
1206.8,39.5
1207.75,39.5
1208.75,39.8
1209.75,39.5
1210.7,39.4
1211.7,39.8
1212.7,39.2
1213.65,39.6
1214.65,39.4
1215.65,39.4
1216.6,39.4
1217.6,39.6
1218.6,39.8
1219.55,39.9
1220.55,39.8
1221.5,39.4
1222.5,39.8
1223.5,39.6
1224.45,39.8
1225.45,39.4
1226.45,39.8
1227.4,39.4
1228.4,39.5
1229.4,39.6
1230.35,39.6
1231.35,39.8
1232.3,39.6
1233.3,39.4
1234.3,39.5
1235.25,39.2
1236.25,39.0
1237.25,39.4
1238.2,39.6
1239.2,39.6
1240.2,39.2
1241.15,39.4
1242.15,39.4
1243.1,39.8
1244.1,39.5
1245.1,39.8
1246.05,39.5
1247.05,39.8
1248.05,39.5
1249.0,39.5
1250.0,39.4
1251.0,39.9
1251.95,39.5
1252.95,39.4
1253.9,39.8
1254.9,39.5
1255.9,39.6
1256.85,39.2
1257.85,39.2
1258.85,39.5
1259.8,39.4
1260.8,39.0
1261.8,39.4
1262.75,39.2
1263.75,39.5
1264.7,39.5
1265.7,39.5
1266.7,39.8
1267.65,39.6
1268.65,39.2
1269.65,39.6
1270.6,39.4
1271.6,39.5
1272.6,39.5
1273.55,39.5
1274.55,39.4
1275.5,39.4
1276.5,39.5
1277.5,39.5
1278.45,39.4
1279.45,39.5
1280.45,39.1
1281.4,39.1
1282.4,39.1
1283.4,38.7
1284.35,38.3
1285.35,38.3
1286.3,38.5
1287.3,38.5
1288.3,38.2
1289.25,38.6
1290.25,39.0
1291.25,38.3
1292.2,38.9
1293.2,38.3
1294.2,38.9
1295.15,38.6
1296.15,38.7
1297.15,38.5
1298.1,38.7
1299.1,38.7
1300.05,38.7
1301.05,38.7
1302.05,38.7
1303.0,38.7
1304.0,38.9
1305.0,38.6
1305.95,38.7
1306.95,38.6
1307.95,38.9
1308.9,38.5
1309.9,38.5
1310.85,38.6
1311.85,38.6
1312.85,39.0
1313.8,38.5
1314.8,38.9
1315.8,38.6
1316.75,39.0
1317.75,38.6
1318.75,38.9
1319.7,38.5
1320.7,38.7
1321.65,38.6
1322.65,38.9
1323.65,38.7
1324.6,38.7
1325.6,38.7
1326.6,38.9
1327.55,38.6
1328.55,38.7
1329.55,38.5
1330.5,38.6
1331.5,38.5
1332.45,38.2
1333.45,38.5
1334.45,38.9
1335.4,38.6
1336.35,39.0
1337.35,39.0
1338.3,38.2
1339.3,38.9
1340.3,38.6
1341.25,39.0
1342.25,38.7
1343.2,38.7
1344.2,38.9
1345.2,38.7
1346.15,38.9
1347.15,38.7
1348.15,38.9
1349.1,38.6
1350.1,38.5
1351.1,38.6
1352.05,38.6
1353.05,38.7
1354.0,38.7
1355.0,38.6
1356.0,38.5
1356.95,38.5
1357.95,38.6
1358.95,38.5
1359.9,38.9
1360.9,38.1
1361.9,38.9
1362.85,38.6
1363.85,38.9
1364.8,38.7
1365.8,38.9
1366.8,38.7
1367.75,38.5
1368.75,38.7
1369.75,38.6
1370.7,38.7
1371.7,38.7
1372.7,38.6
1373.65,38.6
1374.65,38.6
1375.65,38.7
1376.6,38.5
1377.6,38.7
1378.55,38.6
1379.55,38.5
1380.55,38.5
1381.5,38.6
1382.5,38.9
1383.5,38.5
1384.45,38.7
1385.45,39.0
1386.45,38.7
1387.4,38.6
1388.4,38.9
1389.35,38.5
1390.4,38.3
1391.4,38.2
1392.35,38.7
1393.35,38.6
1394.35,38.9
1395.3,38.6
1396.3,38.6
1397.3,38.5
1398.25,38.6
1399.25,38.5
1400.25,38.9
1401.2,38.7
1402.2,38.7
1403.15,38.7
1404.15,39.0
1405.15,38.9
1406.1,38.6
1407.1,38.6
1408.1,38.5
1409.05,38.9
1410.05,38.7
1411.05,38.6
1412.0,38.7
1413.0,39.0
1413.95,38.7
1414.95,38.6
1415.95,39.0
1416.9,38.7
1417.9,38.6
1418.9,39.0
1419.85,38.6
1420.85,38.6
1421.85,38.2
1422.8,38.5
1423.8,38.7
1424.8,38.3
1425.75,38.7
1426.75,38.9
1427.7,38.7
1428.7,38.9
1429.7,38.7
1430.65,38.3
1431.65,38.3
1432.65,38.7
1433.6,38.6
1434.6,38.5
1435.6,38.7
1436.55,38.5
1437.55,38.7
1438.5,38.5
1439.5,38.6
1440.5,38.5
1441.45,38.5
1442.45,38.5
1443.45,38.5
1444.4,38.5
1445.4,38.2
1446.4,38.3
1447.35,38.5
1448.35,38.9
1449.3,38.6
1450.3,38.9
1451.3,38.7
1452.25,38.9
1453.25,38.9
1454.25,38.7
1455.2,38.7
1456.2,38.6
1457.2,38.7
1458.15,38.6
1459.15,38.6
1460.1,38.6
1461.1,38.3
1462.1,38.5
1463.05,38.5
1464.05,38.6
1465.05,38.9
1466.0,38.9
1467.0,38.5
1468.0,38.3
1468.95,38.5
1469.95,38.3
1470.9,39.0
1471.9,38.7
1472.9,38.7
1473.85,38.1
1474.85,38.9
1475.85,38.6
1476.8,38.9
1477.8,38.6
1478.8,38.9
1479.75,38.7
1480.75,38.6
1481.7,38.5
1482.7,38.5
1483.7,38.5
1484.65,38.3
1485.65,37.8
1486.65,38.3
1487.6,38.1
1488.6,38.3
1489.6,38.1
1490.55,38.1
1491.55,38.2
1492.5,38.1
1493.5,38.3
1494.5,38.5
1495.45,38.3
1496.45,37.9
1497.45,38.5
1498.4,38.1
1499.4,38.5
1500.4,38.2
1501.35,38.9
1502.35,38.3
1503.35,38.3
1504.3,38.3
