Time (s),Amps
1536030.66,-25087
1536073.02,-25599
1536116.35,-25855
1536161.73,-25599
1536208.11,-25599
1536255.45,-25855
1536303.85,-25599
1536354.18,-25855
1536405.58,-25855
1536457.99,-26623
1536511.38,-26623
1536565.77,-26623
1536621.18,-25599
1536677.59,-25599
1536735.0,-26879
1536793.37,-26879
1536852.73,-27647
1536914.15,-27135
1536976.54,-25599
1537039.96,-27135
1537104.34,-25855
1537169.77,-25855
1537237.16,-25087
1537305.58,-25599
1537375.0,-26111
1537445.39,-26111
1537516.8,-25855
1537589.19,-26111
1537662.62,-26111
1537737.02,-26111
1537812.41,-26623
1537888.83,-25599
1537967.25,-25855
1538046.66,-26879
1538127.13,-25087
1538209.55,-25087
1538293.02,-26879
1538377.45,-26879
1538463.89,-26879
1538551.32,-25599
1538639.8,-25855
1538729.26,-26623
1538820.64,-26623
1538913.08,-26879
1539006.55,-26623
1539101.02,-26111
1539196.5,-25855
1539292.97,-26111
1539390.44,-25087
1539488.91,-26879
1539589.37,-25599
1539690.85,-26111
1539794.31,-25087
1539898.78,-26879
1540004.24,-25855
1540110.72,-26111
1540219.17,-25087
1540328.64,-24831
1540440.1,-25599
1540552.58,-26623
1540666.07,-26879
1540781.53,-26623
1540898.01,-25599
1541015.5,-26111
1541134.0,-24831
1541253.51,-26111
1541374.0,-26879
1541495.52,-25087
1541618.0,-26623
1541741.5,-27135
1541865.98,-26111
1541991.51,-25087
1542118.01,-26111
1542245.5,-25087
1542374.01,-25087
1542503.52,-25855
1542634.04,-26879
1542765.55,-25087
1542898.07,-27135
1543031.61,-25855
1543166.11,-25087
1543302.61,-25599
1543442.11,-24063
1543582.64,-24063
1543724.14,-27135
1543866.66,-23295
1544011.2,-26111
1544156.76,-25855
1544303.3,-25855
1544450.8,-24575
1544600.34,-24063
1544750.87,-23295
1544902.4,-21759
1545054.9,-24063
1545209.42,-22271
1545364.97,-19711
1545521.49,-20223
1545680.05,-20479
1545839.6,-23807
1546000.16,-22527
1546161.73,-20735
1546324.32,-23295
1546487.86,-20223
1546652.41,-22527
1546819.0,-20735
1546986.54,-20735
1547155.11,-22271
1547325.7,-22527
1547497.27,-20223
1547669.83,-20735
1547844.4,-19199
1548019.95,-22271
1548197.54,-21247
1548376.11,-19711
1548556.68,-21759
1548738.27,-21247
1548921.87,-18687
1549106.46,-21503
1549292.04,-20223
1549479.64,-18687
1549668.23,-19455
1549859.81,-18175
1550052.44,-18431
1550246.06,-20479
1550440.69,-19199
1550636.28,-20479
1550832.92,-19199
1551030.52,-19455
1551229.15,-20479
1551428.74,-19711
1551629.38,-18687
1551831.0,-18431
1552033.61,-18175
1552237.22,-17663
1552442.87,-17407
1552649.54,-21247
1552857.14,-18175
1553065.8,-19455
1553275.47,-18431
1553486.07,-19711
1553697.7,-20223
1553910.34,-19199
1554124.02,-19199
1554340.68,-15103
1554558.34,-18175
1554776.94,-17663
1554996.56,-17663
1555217.22,-15615
1555438.89,-16639
1555661.5,-16639
1555886.17,-15103
1556112.83,-17663
1556340.43,-15615
1556570.07,-15359
1556800.71,-13311
1557032.37,-17407
1557265.05,-16127
1557498.71,-16639
1557733.42,-16127
1557969.05,-17151
1558205.75,-15615
1558444.41,-14591
1558684.09,-15103
1558925.77,-14591
1559169.41,-14591
1559414.09,-13055
1559659.79,-17151
1559906.52,-16127
1560154.17,-18687
1560406.86,-14079
1560661.54,-13567
1560917.23,-13567
1561173.93,-13311
1561431.64,-14335
1561690.31,-14335
1561950.01,-12031
1562210.72,-12799
1562472.42,-14591
1562735.13,-14335
1562998.83,-15615
1563263.55,-14591
1563529.24,-12031
1563795.92,-12799
1564063.64,-12799
1564332.37,-11775
1564602.08,-14591
1564872.81,-14591
1565144.5,-10751
1565417.28,-11007
1565691.03,-12287
1565965.72,-11007
1566241.45,-14079
1566518.21,-11263
1566795.97,-11775
1567074.71,-14335
1567354.4,-9983
1567637.13,-12799
1567920.86,-10751
1568206.65,-12031
1568494.37,-9983
1568783.11,-11007
1569073.86,-12031
1569365.58,-12799
1569659.31,-9727
1569954.08,-9727
1570249.84,-11263
1570546.59,-7167
1570844.34,-10751
1571143.11,-11775
1571442.87,-7935
1571744.61,-9983
1572047.36,-8191
1572352.11,-7679
1572657.85,-8191
1572965.62,-8959
1573274.42,-10239
1573584.15,-8959
1573894.95,-8703
1574207.76,-7935
1574521.53,-5631
1574836.36,-8191
1575152.14,-7167
1575468.94,-3839
1575786.76,-6911
1576105.56,-7935
1576427.36,-6143
1576750.16,-5887
1577073.96,-5631
1577398.79,-6655
1577725.58,-6143
1578055.39,-5887
1578386.19,-6143
1578717.99,-6655
1579050.83,-5119
1579384.63,-6143
1579719.41,-7167
1580055.2,-5887
1580393.0,-6911
1580731.81,-7167
1581072.64,-5631
1581414.43,-5887
1581757.25,-5631
1582101.06,-7679
1582446.89,-6655
1582793.71,-5887
1583141.58,-6655
1583490.41,-4607
1583840.25,-6143
1584192.1,-6143
1584544.95,-6911
1584898.8,-5631
1585253.65,-5631
1585611.49,-5631
1585970.34,-5631
1586330.2,-6143
1586691.07,-6655
1587053.88,-5887
1587417.73,-6655
1587784.59,-6655
1588152.46,-6911
1588521.32,-7167
1588892.15,-7679
1589264.01,-6143
1589636.89,-6655
1590010.74,-6655
1590385.63,-6143
1590761.51,-6655
1591138.4,-6655
1591516.27,-6655
1591896.12,-7935
1592277.05,-8191
1592658.93,-8703
1593041.82,-8703
1593425.73,-8703
1593810.62,-8959
1594196.55,-8191
1594584.46,-8703
1594973.38,-9215
1595363.31,-7679
1595754.2,-8959
1596147.11,-8191
1596542.02,-9215
1596937.92,-8191
1596941.27,-27647
1596945.58,-27903
1596950.89,-28671
1596957.19,-29183
1596964.53,-30207
1596972.83,-30719
1596982.14,32513
1596992.45,-32255
1597004.75,32001
1597018.07,31489
1597032.37,32001
1597047.71,31233
1597064.1,31489
1597081.38,30465
1597101.75,30977
1597123.07,30977
1597146.45,30465
1597170.81,31233
1597196.15,30977
1597222.49,30977
1597249.86,30465
1597278.21,30977
1597309.56,30209
1597341.97,30977
1597376.32,29441
1597411.67,30465
1597448.04,30209
1597485.41,30977
1597523.78,29441
1597563.12,29953
1597605.49,30209
1597648.84,30209
1597693.23,30209
1597738.59,29953
1597785.98,29953
1597834.34,29953
1597884.73,29185
1597937.12,29185
1597990.49,29441
1598044.94,28929
1598101.34,29441
1598158.73,28161
1598217.14,28929
1598276.56,29185
1598336.95,29441
1598398.33,28673
1598461.75,29441
1598526.17,29441
1598591.55,29185
1598658.97,28673
1598729.36,28673
1598800.81,28929
1598873.23,28673
1598946.63,28673
1599023.06,29953
1599101.52,28673
1599180.96,28673
1599261.41,28673
1599342.83,28673
1599426.27,28929
1599510.75,27905
1599597.18,26881
1599684.63,28929
1599774.09,29185
1599865.57,28929
1599958.03,28673
1600051.54,28161
1600146.03,28673
1600241.49,28161
1600337.97,28673
1600435.45,28161
1600533.93,27649
1600633.43,27905
1600733.88,27905
1600835.37,28161
1600941.82,28161
1601050.29,28673
1601159.75,27137
1601271.24,27137
1601383.73,28161
1601497.2,28161
1601611.68,28161
1601727.17,28161
1601843.66,27649
1601962.17,27905
1602081.65,27905
1602202.14,28161
1602324.64,27649
1602448.13,27649
1602573.63,26625
1602700.16,26881
1602827.67,26881
1602956.16,26113
1603086.63,28161
1603218.17,27905
1603350.69,27649
1603484.2,27137
1603618.72,27137
1603755.24,27137
1603892.75,28929
1604031.28,27137
1604170.76,27649
1604311.3,27137
1604452.83,27137
1604595.35,27137
1604738.88,27137
1604883.37,27137
1605028.92,27649
1605176.41,26881
1605325.95,27137
1605476.52,26625
1605628.06,27137
1605780.58,26625
1605934.15,27905
1606088.7,26625
1606244.24,26881
1606400.81,27137
1606558.39,28673
1606716.96,27649
1606876.53,26881
1607037.08,26881
1607198.63,26625
1607362.16,26881
1607526.72,27137
1607692.32,26881
1607858.92,26881
1608026.5,26881
1608196.08,26881
1608369.64,25857
1608544.22,25601
1608719.79,26113
1608896.37,25601
1609073.92,26113
1609252.51,24577
1609432.1,26625
1609612.67,25857
1609794.25,24833
1609977.81,26625
1610162.4,26625
1610347.94,26625
1610534.55,26625
1610722.15,26113
1610910.69,26113
1611100.31,26113
1611290.91,26113
1611482.53,25857
1611675.14,25601
1611868.78,26113
1612063.34,25601
1612259.98,25601
1612457.59,24833
1612656.2,25857
1612855.82,25857
1613056.47,25601
1613258.11,24833
1613460.73,26625
1613666.35,25601
1613872.98,25857
1614081.63,26113
1614292.25,25857
1614503.88,25601
1614717.5,25601
1614932.11,24833
1615148.75,25601
1615366.39,24833
1615585.02,25601
1615804.67,24833
1616025.33,24321
1616246.97,24833
1616469.64,22529
1616694.31,24321
1616919.98,26113
1617147.62,24833
1617378.31,25601
1617609.97,24833
1617842.69,24833
1618078.36,24577
1618315.03,25601
1618553.72,24833
1618793.37,24321
1619034.06,24577
1619275.73,24833
1619518.39,24321
1619762.05,24833
1620006.72,24321
1620252.41,25857
1620499.1,24321
1620746.76,24321
1620996.43,24577
1621247.09,24833
1621499.73,24577
1621753.42,24321
1621756.73,24577
1621761.03,24321
1621766.34,24577
1621772.64,23809
1621779.98,24577
1621788.29,23809
1621797.59,23809
1621807.92,23553
1621819.26,23553
1621831.59,23809
1621844.9,23809
1621859.22,24577
1621874.55,23809
1621891.84,24321
1621910.18,24321
1621930.52,24321
1621951.87,23809
1621974.24,24577
1621997.65,23809
1622022.01,23809
1622047.34,24833
1622073.69,25601
1622101.08,25601
1622129.46,25601
1622158.83,25857
1622189.18,26113
1622220.54,24577
1622252.91,24577
1622287.27,24577
1622322.63,24833
1622359.01,23809
1622396.37,26113
1622434.74,25601
1622474.1,25857
1622514.47,26113
1622556.82,26113
1622600.2,26113
1622645.56,24833
1622691.93,24833
1622739.3,26113
1622787.68,24321
1622837.07,24321
1622887.41,25601
1622938.81,26881
1622991.22,24577
1623044.62,24577
1623098.99,26625
1623154.41,23809
1623210.8,26113
1623268.21,26625
1623326.6,24577
1623385.98,24321
1623446.41,26625
1623507.8,24577
1623570.2,26625
1623633.61,25601
1623698.03,25857
1623763.46,25601
1623829.87,25857
1623897.27,26113
1623966.7,26881
1624037.1,27137
1624108.52,26881
1624181.92,24321
1624256.33,27137
1624331.73,24833
1624408.18,26881
1624486.58,26113
1624566.0,26881
1624646.43,23809
1624727.85,27905
1624810.27,28161
1624893.66,27905
1624978.15,26625
1625063.57,27137
1625149.98,25601
1625237.41,27649
1625325.92,26625
1625415.4,28161
1625505.85,26625
1625598.31,28673
1625691.77,27905
1625786.21,26625
1625882.72,27137
1625980.17,27137
1626078.6,27905
1626178.08,27649
1626278.57,27649
1626380.05,27649
1626483.49,26881
1626588.94,27905
1626695.4,26625
1626803.92,27905
1626913.42,28161
1627024.86,27137
1627137.32,26625
1627251.84,28929
1627367.32,28929
1627483.78,27649
1627601.28,27649
1627719.77,27905
1627839.24,28929
1627959.72,30209
1628082.18,28673
1628205.67,27649
1628331.18,30209
1628457.67,29441
1628585.16,28673
1628713.66,30465
1628843.29,30977
1628973.78,30977
1629105.27,27649
1629237.81,30977
1629371.33,28161
1629505.84,32001
1629641.36,29441
1629777.89,29441
1629916.4,31489
1630055.93,30977
1630197.44,29953
1630340.94,31233
1630485.47,31489
1630631.0,32257
1630778.52,29953
1630927.04,30465
1631076.6,32001
1631227.09,30209
1631378.63,30465
1631531.14,31489
1631684.71,31489
1631839.25,32001
1631994.76,31233
1632151.35,-32511
1632308.89,29441
1632467.4,-31999
1632626.94,30977
1632787.52,32257
1632949.07,32257
1633111.64,32257
1633275.17,30977
1633440.76,-32511
1633607.3,31233
1633774.88,31489
1633944.45,-31487
1634115.01,32513
1634286.61,-31999
1634459.19,31489
1634632.79,32257
1634807.36,-30207
1634984.93,32257
1635165.54,-32255
1635349.11,-31231
1635533.71,-31999
1635719.28,31489
1635905.86,-32255
1636093.45,32513
1636282.03,-31999
1636471.62,-28927
1636663.23,-30719
1636855.82,-30719
1637049.46,-31231
1637244.02,-31231
1637439.64,-30207
1637636.26,-29183
1637833.86,-31999
1638032.47,-30975
1638232.07,-29695
1638432.69,-30207
1638634.33,-31231
1638836.91,-26879
1639040.55,-29951
1639247.18,-26623
1639454.81,-30207
1639663.5,-27135
1639873.13,-29951
1640083.75,-27903
1640295.41,-29695
1640508.07,-28671
1640721.67,-28927
1640936.29,-28671
1641152.95,-26623
1641370.57,-28927
1641589.18,-27135
1641808.84,-26879
1642029.49,-27903
1642251.11,-27903
1642473.72,-30719
1642698.35,-27647
1642924.0,-27903
1643150.65,-29183
1643378.31,-26879
1643607.0,-26879
1643836.64,-27647
1644067.25,-27903
1644298.97,-27647
1644531.65,-29183
1644766.3,-27135
1645001.98,-27135
1645238.63,-27647
1645477.29,-25599
1645716.97,-25087
1645957.67,-28927
1646199.34,-27903
1646442.02,-27135
1646685.67,-25855
1646930.39,-25599
1647176.07,-27135
1647422.73,-26111
1647670.42,-26111
1647920.1,-26879
1648170.78,-26879
1648422.49,-26111
1648675.19,-26623
1648928.86,-25855
1649183.52,-26879
1649439.18,-23551
1649696.87,-24831
1649955.56,-23807
1650216.26,-25599
1650477.97,-25599
1650740.69,-23295
1651004.4,-24575
1651270.07,-24575
1651536.76,-23807
1651804.48,-24831
1652073.19,-25087
1652342.9,-21503
1652613.63,-22271
1652885.36,-23295
1653160.09,-22783
1653435.84,-22527
1653712.6,-21503
1653990.33,-20735
1654269.08,-22527
1654548.82,-20479
1654829.57,-20479
1655111.32,-21503
1655394.05,-21503
1655677.81,-21247
1655963.53,-21247
1656250.26,-22271
1656538.01,-20735
1656826.76,-21759
1657116.51,-20223
1657407.25,-20479
1657699.0,-20479
1657991.76,-21247
1658285.52,-20735
1658580.28,-21247
1658877.02,-21247
1659174.81,-20735
1659473.55,-21503
1659773.3,-21503
1660075.05,-21759
1660378.8,-21759
1660683.57,-21503
1660989.35,-21503
1661296.16,-21503
1661603.91,-21759
1661912.67,-21503
1662222.47,-20479
1662533.25,-20735
1662845.04,-21503
1663157.81,-22271
1663471.59,-20735
1663786.4,-21247
1664102.18,-21759
1664418.96,-21759
1664737.76,-22527
1665057.57,-22271
1665378.38,-22527
1665700.17,-22527
1666023.0,-22527
1666346.8,-23295
1666671.61,-22527
1666997.41,-24063
1667324.24,-23551
1667654.05,-23295
1667986.85,-22783
1668320.65,-24063
1668656.5,-23807
1668994.3,-23807
1669333.09,-24063
1669673.9,-24831
1670015.72,-24831
1670359.57,-25087
1670705.37,-24063
1671052.24,-24575
1671401.12,-24575
1671750.94,-24575
1672101.79,-25599
1672453.64,-24831
1672806.51,-24575
1673161.35,-25599
1673517.21,-24575
1673875.03,-24831
1674234.9,-25599
1674595.72,-25087
1674957.58,-25599
1675320.45,-25087
1675684.3,-25599
1676049.16,-26623
1676415.0,-26623
1676783.85,-26111
1677153.72,-25087
1677525.56,-25087
1677899.45,-25855
1678276.3,-25855
1678654.18,-25855
1679034.06,-26111
1679414.91,-25855
1679796.78,-26111
1680179.69,-26879
1680563.61,-26879
1680948.5,-26623
1681336.38,-27135
1681725.3,-26879
1682116.23,-26879
1682508.15,-27903
1682901.05,-25855
1683294.96,-27135
1683689.89,-26623
1684085.82,-27647
1684482.72,-26623
1684880.64,-26623
1685279.55,-27135
1685682.49,-26111
1686087.44,-27135
1686494.36,-27647
1686902.29,-27903
1687312.2,-27903
1687726.13,-28671
1688141.05,-29183
1688557.04,-28671
1688973.96,-26879
1689391.89,-27647
1689810.82,-28671
1690231.77,-29695
1690653.71,-27647
1691076.67,-27903
1691500.62,-27903
1691925.58,-28671
1692352.54,-28671
1692780.49,-27903
1693209.47,-28671
1693639.42,-28671
1694070.42,-29183
1694502.36,-28671
1694935.33,-28927
1695369.35,-28927
1695804.3,-28927
1696240.31,-29695
1696678.3,-28671
1697118.29,-28927
1697559.28,-28927
1698002.22,-29183
1698446.23,-30975
1698891.23,-27903
1699337.22,-28671
1699784.2,-29183
1700233.19,-28927
1700683.18,-29183
1701134.17,-29695
1701586.17,-29183
1702039.17,-30207
1702493.15,-29951
1702948.14,-29695
1703404.19,-30207
1703861.2,-29695
1704319.21,-29951
1704779.22,-30207
1705240.25,-29951
1705703.27,-30207
1706167.28,-30719
1706632.27,-28927
1707098.32,-29183
1707566.32,-29951
1708037.37,-29951
1708509.4,-29951
1708983.43,-30719
1709459.48,-30719
1709937.51,-30719
1710416.54,-30975
1710896.56,-30975
1711377.61,-31231
1711859.62,-30975
1712342.69,-31231
1712827.7,-30975
1713313.74,-31999
1713800.78,-30975
1714288.89,-30207
1714778.92,-31487
1715269.97,-30719
1715763.0,-31231
1716257.08,-30975
1716752.13,-30719
1717248.23,-30975
1717745.31,-31231
1718243.36,-31231
1718742.43,-30975
1719242.52,-31999
1719743.61,-31487
1720246.71,-31487
1720750.79,-31231
1721255.88,-30975
1721762.95,-30975
1722271.06,-32255
1722780.14,32513
1723290.23,-31231
1723802.3,-30975
1724315.41,-31487
1724830.5,-32255
1725346.59,-31487
1725863.7,-31999
1726381.82,-32255
1726900.9,-32255
1727421.0,-31999
1727942.1,-32511
1728465.18,-32255
1728989.25,-32255
1729515.35,-32255
1730042.45,-32511
1730571.55,-32511
1731103.67,-32511
1731636.78,32257
1732170.93,32001
1732706.05,-32511
1732709.51,24321
1732714.83,22785
1732721.13,21505
1732728.47,21761
1732736.77,20481
1732746.08,18945
1732756.41,19969
1732767.78,19457
1732780.1,17921
1732794.41,20225
1732810.75,19457
1732828.07,19457
1732846.42,19969
1732866.76,19457
1732888.08,19201
1732911.43,19201
1732914.72,-21247
1732919.02,-21759
1732924.33,-21759
1732930.64,-21503
1732937.98,-22783
1732946.28,-22271
1732955.58,-21759
1732967.85,-22783
1732981.2,-22783
1732995.55,-22527
1733010.88,-22271
1733027.25,-22271
1733044.55,-22271
1733062.9,-21503
1733082.25,-22527
1733102.59,-22271
1733123.93,-22527
1733147.3,-23295
1733172.61,-22271
1733199.97,-23551
1733228.34,-22783
1733257.7,-23295
1733288.07,-22271
1733319.48,-22783
1733351.83,-22527
1733386.17,-23295
1733422.53,-23551
1733459.89,-23295
1733498.28,-25087
1733537.64,-23295
1733540.99,28673
1733545.29,27649
1733550.61,26625
1733556.9,24833
1733564.25,24577
1733572.55,23553
1733581.85,23553
1733592.17,22785
1733604.46,21761
1733617.78,22785
1733632.11,22273
1733647.45,21761
1733664.76,21761
1733683.11,21761
1733702.48,21761
1733722.84,21761
1733744.18,22273
1733767.57,21761
1733791.93,21505
1733817.24,21249
1733844.63,20737
1733872.98,21249
1733902.32,20737
1733933.69,20481
1733966.04,20481
1734000.39,20737
1734035.76,21249
1734072.1,20225
1734109.46,20737
1734147.84,20737
1734187.2,20737
1734227.6,20737
1734269.94,20481
1734313.33,22273
1734357.73,21505
1734403.12,22273
1734449.52,21505
1734496.89,21249
1734545.29,21505
1734594.71,20737
1734645.13,21505
1734696.52,21505
1734749.91,21249
1734804.33,21505
1734862.69,21505
1734922.09,21761
1734982.49,21761
1735043.86,21505
1735106.24,22273
1735170.64,20481
1735236.02,19969
1735302.43,22785
1735369.81,21505
1735438.22,20481
1735507.61,21505
1735578.0,20737
1735649.45,21761
1735721.84,21249
1735795.25,22785
1735869.66,22273
1735945.12,20481
1736021.52,23553
1736099.95,22273
1736179.41,21505
1736259.84,21761
1736341.26,23809
1736423.69,21761
1736507.15,21761
1736591.57,21505
1736678.04,23553
1736765.51,25601
1736854.93,24833
1736945.38,22785
1737037.82,22273
1737132.27,22273
1737227.73,24833
1737324.19,23809
1737421.62,22529
1737520.11,22785
1737620.59,22785
1737722.06,25857
1737825.56,26625
1737930.02,22273
1738035.48,25857
1738141.98,27905
1738250.44,23553
1738360.93,26881
1738472.43,26113
1738584.9,24577
1738698.38,25857
1738812.87,24321
1738928.36,26881
1739044.84,25601
1739162.32,26113
1739281.79,29185
1739402.28,28929
1739523.77,27905
1739646.25,28929
1739769.76,28929
1739894.25,29953
1740019.73,29441
1740146.22,29953
1740273.75,27649
1740402.22,28161
1740531.7,30209
1740662.19,30465
1740793.69,29185
1740926.21,28673
1741059.7,32513
1741194.23,30977
1741330.77,28929
1741468.3,32001
1741606.83,32513
1741746.36,-31487
1741886.9,29953
1742028.39,-30975
1742170.94,30209
1742314.47,-32511
1742459.01,-32511
1742604.55,-32255
1742752.1,32513
1742900.63,-32511
1743050.18,-32511
1743200.69,-29951
1743352.23,32513
1743504.73,-28927
1743658.26,-30975
1743812.87,32513
1743968.4,-30975
1744124.9,-31231
1744282.45,-28927
1744440.99,-30975
1744600.51,-31487
1744761.04,-30207
1744922.62,-29183
1745085.2,-24831
1745248.72,-31999
1745413.28,-25599
1745579.85,-26111
1745747.39,-25599
1745916.96,-27903
1746087.53,-24831
1746259.13,-28927
1746431.67,-24575
1746605.26,-27903
1746780.86,-24831
1746958.45,-24063
1747140.04,-23807
1747325.64,-25087
1747512.21,-24063
1747699.81,-23295
1747888.37,-20223
1748079.94,-20479
1748272.56,-23295
1748466.16,-23551
1748660.78,-23551
1748857.37,-23551
1749054.99,-20223
1749253.62,-23807
1749453.21,-24831
1749654.86,-19455
1749857.48,-19455
1750061.1,-22783
1750266.73,-20735
1750473.35,-18175
1750680.96,-16639
1750889.54,-18687
1751099.18,-19711
1751309.78,-9983
1751521.38,-16639
1751734.02,-15359
1751948.7,-15359
1752164.32,-14591
1752380.95,-15359
1752598.61,-17151
1752817.23,-15359
1753036.84,-17407
1753258.48,-12799
1753482.1,-15615
1753706.73,-14335
1753932.41,-18175
1754160.05,-13567
1754388.7,-14591
1754618.37,-14335
1754849.02,-9727
1755080.67,-11263
1755313.3,-9215
1755546.98,-9983
1755782.61,-12031
1756019.31,-9983
1756256.99,-9215
1756495.65,-12031
1756735.32,-11263
1756977.01,-10751
1757219.7,-11263
1757463.35,-9727
1757708.03,-11775
1757954.67,-8703
1758202.34,-8959
1758452.01,-7935
1758702.67,-11007
1758955.33,-8959
1759209.03,-10239
1759463.72,-7935
1759719.44,-8703
1759976.14,-8191
1760233.8,-8191
1760492.53,-8703
1760753.22,-9215
1761014.94,-9215
1761277.66,-8959
1761541.4,-9215
1761807.09,-9215
1762073.81,-9215
1762341.55,-9983
1762610.27,-9727
1762880.03,-9983
1763150.77,-8959
1763422.51,-10751
1763695.23,-9983
1763969.96,-10751
1764245.69,-9983
1764522.43,-11775
1764800.15,-9727
1765078.89,-10751
1765358.62,-10239
1765640.36,-10751
1765923.07,-9983
1766206.81,-9983
1766492.52,-10751
1766779.27,-11263
1767066.99,-10239
1767355.72,-11007
1767645.47,-10751
1767936.2,-12287
1768227.93,-10751
1768520.68,-12799
1768814.45,-11775
1769109.2,-11775
1769405.97,-11775
1769704.73,-11775
1770004.47,-10751
1770306.3,-12287
1770611.07,-12031
1770916.84,-12031
1771224.61,-11775
1771533.4,-11775
1771844.2,-12031
1772156.96,-12799
1772470.76,-13311
1772786.55,-13055
1773103.32,-13055
1773421.13,-13055
1773739.93,-14335
1774059.71,-13311
1774380.51,-12287
1774702.29,-13567
1775025.13,-12287
1775348.89,-13311
1775673.68,-12799
1776000.51,-13567
1776328.34,-13055
1776657.15,-13055
1776986.96,-13055
1777317.77,-13311
1777649.61,-14079
1777982.43,-13311
1778316.24,-12799
1778651.06,-14079
1778986.91,-14591
1779323.72,-14079
1779661.53,-14079
1780000.4,-14591
1780341.22,-14335
1780683.01,-14335
1781025.89,-14591
1781369.71,-15359
1781715.51,-15103
1782063.36,-15103
1782412.15,-14591
1782761.99,-15103
1783113.82,-15615
1783466.67,-14591
1783820.51,-15103
1784175.34,-15359
1784531.18,-15103
1784888.0,-15103
1785246.88,-15359
1785606.71,-15615
1785967.58,-15359
1786329.47,-15615
1786692.34,-15359
1787056.21,-15615
1787422.04,-15103
1787788.92,-17407
1787792.26,-15359
1787796.55,-16639
1787801.87,-15359
1787808.16,-16127
1787815.5,-16639
1787823.8,-16639
1787833.12,-16639
1787843.45,-16639
1787855.83,-16639
1787869.13,-16127
1787883.47,-16639
1787898.8,-18431
1787915.15,-17151
1787932.47,-17151
1787950.8,-16639
1787971.16,-16639
1787992.48,-17407
1788015.83,-15615
1788041.15,-15615
1788067.51,-15615
1788094.9,-17663
1788123.23,-17151
1788152.61,-18175
1788182.97,-18687
1788214.33,-17663
1788248.68,-18175
1788284.02,-17407
1788320.41,-18175
1788357.78,-18175
1788396.15,-19199
1788435.47,-17407
1788475.89,-17663
1788517.3,-17407
1788559.66,-16127
1788603.03,-16639
1788648.42,-17151
1788694.81,-18175
1788742.17,-17663
1788790.58,-18175
1788839.99,-18687
1788890.36,-18687
1788942.76,-19199
1788996.17,-18431
1789050.57,-18687
1789106.96,-18687
1789164.38,-18687
1789222.77,-18687
1789282.16,-19711
1789342.57,-18431
1789403.97,-20479
1789466.43,-18687
1789530.82,-18687
1789596.21,-19199
1789599.67,-19711
1789604.96,-20479
1789611.25,-21503
1789620.57,-23551
1789630.86,-22783
1789643.17,-22783
1789656.49,-23551
1789670.78,-23295
1789686.13,-23551
1789702.49,-23551
1789719.8,-23807
1789738.15,-23551
1789757.49,-24063
1789777.85,-23551
1789799.19,-24063
1789821.55,-23807
1789844.89,-24063
1789870.2,-25087
1789897.58,-24831
1789925.93,-24575
1789957.29,-25087
1789989.64,-25599
1790023.98,-26111
1790059.35,-24575
1790095.7,-24831
1790133.08,-24831
1790171.47,-25855
1790210.8,-24831
1790251.2,-25087
1790292.56,-25087
1790295.86,-25087
1790300.14,-25855
1790305.47,-25087
1790311.76,-25599
1790320.07,-26111
1790329.34,-25599
1790339.69,-26623
1790352.01,-26111
1790365.34,-27647
1790379.68,-25599
1790395.02,-26879
1790411.37,-25599
1790428.67,-26111
1790448.0,-25855
1790468.38,-25855
1790489.71,-26111
1790513.08,-26111
1790537.43,-26111
1790562.77,-26111
1790589.1,-25855
1790616.5,-26623
1790644.84,-26623
1790674.21,-26879
1790705.55,-26623
1790737.92,-26111
1790772.28,-27135
1790807.62,-27135
1790844.0,-26879
1790881.36,-26623
1790920.7,-26623
1790961.07,-26879
1791003.42,-27647
1791046.76,-27135
1791092.17,-27647
1791138.55,-26623
1791185.92,-26879
1791234.32,-27135
1791283.77,-26879
1791334.12,-27647
1791385.53,-27135
1791388.84,-27647
1791393.13,-27903
1791398.45,-27647
1791404.74,-27903
1791412.09,-28671
1791420.39,-27903
1791429.69,-29183
1791440.05,-27903
1791452.39,-28671
1791465.69,-29183
1791480.01,-27647
1791495.36,-27135
1791511.7,-27903
1791529.02,-27647
1791547.35,-27135
1791566.75,-27903
1791587.11,-27647
1791608.44,-28671
1791631.81,-28671
1791656.17,-28671
1791681.52,-28671
1791707.89,-28671
1791736.23,-28671
1791765.61,-28927
1791796.97,-28927
1791829.35,-29951
1791862.7,-29695
1791897.04,-28671
1791932.38,-28671
1791968.74,-30719
1792006.12,-28927
1792044.52,-29951
1792083.87,-28927
1792124.25,-28671
1792165.66,-28927
1792208.03,-29183
1792251.37,-28671
1792295.79,-29183
1792341.2,-29183
1792388.57,-29183
1792436.96,-29695
1792486.38,-29183
1792536.79,-29951
1792588.16,-29695
1792641.55,-29695
1792695.96,-29695
1792752.34,-30207
1792809.75,-30719
1792868.16,-30719
1792927.58,-30719
1792987.96,-29695
1793049.35,-29951
1793111.76,-29695
1793176.15,-29951
1793243.53,-29183
1793312.94,-30207
1793383.37,-30207
1793454.79,-30207
1793528.21,-30975
1793603.65,-30719
1793682.07,-30719
1793761.52,-30975
1793841.99,-31231
1793923.42,-30719
1794005.86,-31487
1794089.27,-30207
1794175.7,-31231
1794263.16,-30975
1794352.62,-30719
1794443.06,-30975
1794535.51,-30719
1794629.93,-30975
1794725.38,-30207
1794822.83,-30719
1794921.26,-31231
1795021.72,-31231
1795123.2,-30975
1795226.67,-31231
1795331.14,-31487
